# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
cacheStateStorage.set.duration,1760623728194000000,1760623740718000000,0
cacheStateStorage.get.counter,1760623728194000000,1760623740718000000,10
cacheStateStorage.set.counter,1760623728194000000,1760623740718000000,0
cacheStateStorage.get.duration,1760623728194000000,1760623740718000000,0
AWTEventQueue.dispatchTime90PNs,1760623728194000000,1760623740718000000,0
NonBlockingReadAction.failedExecutionTimeUs,1760623728194000000,1760623740718000000,0
FlushQueue.queueSizeMax,1760623728194000000,1760623740718000000,0
WriteAction.executionsCount,1760623728194000000,1760623740718000000,1
FlushQueue.waitingTimeAvgNs,1760623728194000000,1760623740718000000,0.0
FlushQueue.executionTime90PNs,1760623728194000000,1760623740718000000,0
FlushQueue.queueSize90P,1760623728194000000,1760623740718000000,0
NonBlockingReadAction.failedExecutionsCount,1760623728194000000,1760623740718000000,0
FlushQueue.queueSizeAvg,1760623728194000000,1760623740718000000,0.0
NonBlockingReadAction.finalizedExecutionTimeUs,1760623728194000000,1760623740718000000,53418
AWTEventQueue.dispatchTimeAvgNs,1760623728194000000,1760623740718000000,0.0
FlushQueue.executionTimeMaxNs,1760623728194000000,1760623740718000000,0
FlushQueue.waitingTimeMaxNs,1760623728194000000,1760623740718000000,0
ReadAction.executionsCount,1760623728194000000,1760623740718000000,45775
AWTEventQueue.dispatchTimeMaxNs,1760623728194000000,1760623740718000000,0
NonBlockingReadAction.finalizedExecutionsCount,1760623728194000000,1760623740718000000,17
FlushQueue.tasksExecuted,1760623728194000000,1760623740718000000,0
AWTEventQueue.eventsDispatched,1760623728194000000,1760623740718000000,0
FlushQueue.executionTimeAvgNs,1760623728194000000,1760623740718000000,0.0
FlushQueue.waitingTime90PNs,1760623728194000000,1760623740718000000,0
AWTEventQueue.dispatchTimeTotalNS,1760623728194000000,1760623740718000000,9982426187
workspaceModel.cachedValue.clear.count,1760623728194000000,1760623740718000000,0
workspaceModel.replace.project.model.ms,1760623728194000000,1760623740718000000,0
workspaceModel.initializing.ms,1760623728194000000,1760623740718000000,0
workspaceModel.entityStorageSnapshotImpl.instances.count,1760623728194000000,1760623740718000000,3
workspaceModel.pre.handlers.ms,1760623728194000000,1760623740718000000,0
workspaceModel.loading.from.cache.ms,1760623728194000000,1760623740718000000,51
workspaceModel.loading.total.ms,1760623728194000000,1760623740718000000,64
workspaceModel.updates.ms,1760623728194000000,1760623740718000000,0
workspaceModel.cachedValueWithParameters.clear.count,1760623728194000000,1760623740718000000,0
workspaceModel.cachedValue.from.cache.count,1760623728194000000,1760623740718000000,4
workspaceModel.full.replace.project.model.ms,1760623728194000000,1760623740718000000,0
workspaceModel.check.recursive.update.ms,1760623728194000000,1760623740718000000,0
workspaceModel.init.bridges.ms,1760623728194000000,1760623740718000000,0
workspaceModel.cachedValue.total.get.count,1760623728194000000,1760623740718000000,5
workspaceModel.on.changed.ms,1760623728194000000,1760623740718000000,0
workspaceModel.cachedValueWithParameters.total.get.count,1760623728194000000,1760623740718000000,0
workspaceModel.cachedValue.calculated.count,1760623728194000000,1760623740718000000,1
workspaceModel.update.unloaded.entities.ms,1760623728194000000,1760623740718000000,0
workspaceModel.collect.changes.ms,1760623728194000000,1760623740718000000,0
workspaceModel.on.before.changed.ms,1760623728194000000,1760623740718000000,0
workspaceModel.to.snapshot.ms,1760623728194000000,1760623740718000000,0
workspaceModel.updates.precise.ms,1760623728194000000,1760623740718000000,0
workspaceModel.updates.count,1760623728194000000,1760623740718000000,0
workspaceModel.cachedValueWithParameters.from.cache.count,1760623728194000000,1760623740718000000,0
workspaceModel.cachedValueWithParameters.calculated.count,1760623728194000000,1760623740718000000,0
VFS.invertedFileNameIndex.requests,1760623728194000000,1760623740718000000,0
VFS.fileByIdCache.misses,1760623728194000000,1760623740718000000,0
VFS.fileChildByName,1760623728194000000,1760623740718000000,13
VFS.fileByIdCache.hits,1760623728194000000,1760623740718000000,0
writeAction.max.wait.ms,1760623728194000000,1760623740718000000,1
writeAction.wait.ms,1760623728194000000,1760623740718000000,1
writeAction.count,1760623728194000000,1760623740718000000,1
writeAction.median.wait.ms,1760623728194000000,1760623740718000000,0
FilePageCacheLockFree.totalBytesWritten,1760623728194000000,1760623740718000000,0
FilePageCache.pageHits,1760623728194000000,1760623740718000000,0
FilePageCacheLockFree.totalNativeBytesAllocated,1760623728194000000,1760623740718000000,0
FilePageCacheLockFree.totalHeapBytesReclaimed,1760623728194000000,1760623740718000000,0
MappedFileStorage.totalPagesMapped,1760623728194000000,1760623740718000000,0
FilePageCacheLockFree.heapBytesInUse,1760623728194000000,1760623740718000000,0
FilePageCacheLockFree.totalHeapBytesAllocated,1760623728194000000,1760623740718000000,0
FilePageCacheLockFree.totalBytesRead,1760623728194000000,1760623740718000000,0
FilePageCacheLockFree.totalPageAllocationsWaited,1760623728194000000,1760623740718000000,0
FilePageCache.capacityInBytes,1760623728194000000,1760623740718000000,503316478
DirectByteBufferAllocator.reclaimed,1760623728194000000,1760623740718000000,43
FilePageCache.maxRegisteredFiles,1760623728194000000,1760623740718000000,529
DirectByteBufferAllocator.totalSizeOfBuffersAllocatedInBytes,1760623728194000000,1760623740718000000,41943040
FilePageCache.disposedBuffers,1760623728194000000,1760623740718000000,193
StorageLockContext.competingThreads.avg,1760623728194000000,1760623740718000000,0.0
FilePageCacheLockFree.totalNativeBytesReclaimed,1760623728194000000,1760623740718000000,0
FilePageCacheLockFree.totalPagesWriteMs,1760623728194000000,1760623740718000000,0
FilePageCache.uncachedFileAccess,1760623728194000000,1760623740718000000,328
DirectByteBufferAllocator.totalSizeOfBuffersCachedInBytes,1760623728194000000,1760623740718000000,41943040
MappedFileStorage.storages,1760623728194000000,1760623740718000000,0
DirectByteBufferAllocator.hits,1760623728194000000,1760623740718000000,3
FilePageCacheLockFree.totalPagesReclaimed,1760623728194000000,1760623740718000000,0
FilePageCacheLockFree.totalClosedStoragesReclaimed,1760623728194000000,1760623740718000000,0
DirectByteBufferAllocator.misses,1760623728194000000,1760623740718000000,190
FilePageCacheLockFree.housekeeperTimeSpentMs,1760623728194000000,1760623740718000000,0
FilePageCache.maxCacheSizeInBytes,1760623728194000000,1760623740718000000,199229440
FilePageCache.pageLoads,1760623728194000000,1760623740718000000,193
FilePageCache.pageLoadsAboveSizeThreshold,1760623728194000000,1760623740718000000,0
FilePageCacheLockFree.totalPagesHandedOver,1760623728194000000,1760623740718000000,0
FilePageCache.pageFastCacheHits,1760623728194000000,1760623740718000000,13394
FilePageCacheLockFree.totalBytesRequested,1760623728194000000,1760623740718000000,0
FilePageCacheLockFree.housekeeperTurnsSkipped,1760623728194000000,1760623740718000000,0
StorageLockContext.competingThreads.90P,1760623728194000000,1760623740718000000,0
MappedFileStorage.totalBytesMapped,1760623728194000000,1760623740718000000,0
FilePageCacheLockFree.totalPagesRequested,1760623728194000000,1760623740718000000,0
FilePageCache.totalPageLoadsUs,1760623728194000000,1760623740718000000,270379
FilePageCacheLockFree.totalPagesWritten,1760623728194000000,1760623740718000000,0
FilePageCacheLockFree.totalPagesAllocated,1760623728194000000,1760623740718000000,0
FilePageCacheLockFree.totalPagesReadMs,1760623728194000000,1760623740718000000,0
FilePageCacheLockFree.totalPagesRequestsMs,1760623728194000000,1760623740718000000,0
FilePageCache.totalPageDisposalsUs,1760623728194000000,1760623740718000000,1827
FilePageCacheLockFree.nativeBytesInUse,1760623728194000000,1760623740718000000,0
FilePageCacheLockFree.housekeeperTurnsDone,1760623728194000000,1760623740718000000,0
MappedFileStorage.totalTimeSpentOnMappingUs,1760623728194000000,1760623740718000000,308139
FileChannelInterruptsRetryer.totalRetriedAttempts,1760623728194000000,1760623740718000000,0
StorageLockContext.competingThreads.max,1760623728194000000,1760623740718000000,0
DirectByteBufferAllocator.disposed,1760623728194000000,1760623740718000000,150
workspaceModel.moduleManagerBridge.load.all.modules.ms,1760623728194000000,1760623740718000000,0
jps.global.get.library.ms,1760623728194000000,1760623740718000000,0
jps.save.global.entities.ms,1760623728194000000,1760623740718000000,0
jps.global.get.library.by.name.ms,1760623728194000000,1760623740718000000,0
workspaceModel.global.updates.ms,1760623728194000000,1760623740718000000,0
workspaceModel.mutableEntityStorage.has.same.entities.ms,1760623728194000000,1760623740718000000,0
workspaceModel.moduleManagerBridge.new.nonPersistent.module.ms,1760623728194000000,1760623740718000000,0
jps.global.initialize.library.bridges.ms,1760623728194000000,1760623740718000000,0
workspaceModel.global.updates.count,1760623728194000000,1760623740718000000,0
workspaceModel.moduleManagerBridge.build.module.graph.ms,1760623728194000000,1760623740718000000,0
jps.load.initial.state.ms,1760623728194000000,1760623740718000000,16
workspaceModel.mutableEntityStorage.instances.count,1760623728194000000,1760623740718000000,3
workspaceModel.moduleManagerBridge.create.module.instance.ms,1760623728194000000,1760623740718000000,0
workspaceModel.mutableEntityStorage.collect.changes.ms,1760623728194000000,1760623740718000000,0
jps.library.entities.serializer.load.entities.ms,1760623728194000000,1760623740718000000,0
workspaceModel.mutableEntityStorage.resolve.ms,1760623728194000000,1760623740718000000,0
workspaceModel.global.apply.state.to.project.ms,1760623728194000000,1760623740718000000,0
workspaceModel.mutableEntityStorage.entities.ms,1760623728194000000,1760623740718000000,1
workspaceModel.save.cache.to.file.ms,1760623728194000000,1760623740718000000,0
jps.library.entities.serializer.save.entities.ms,1760623728194000000,1760623740718000000,0
workspaceModel.global.apply.state.to.project.builder.ms,1760623728194000000,1760623740718000000,0
workspaceModel.mutableEntityStorage.entities.by.source.ms,1760623728194000000,1760623740718000000,0
workspaceModel.mutableEntityStorage.put.entity.ms,1760623728194000000,1760623740718000000,0
workspaceModel.mutableEntityStorage.modify.entity.ms,1760623728194000000,1760623740718000000,0
jps.global.handle.changed.events.ms,1760623728194000000,1760623740718000000,0
workspaceModel.mutableEntityStorage.mutable.vfurl.index.ms,1760623728194000000,1760623740718000000,0
workspaceModel.mutableEntityStorage.replace.by.source.ms,1760623728194000000,1760623740718000000,0
workspaceModel.moduleManagerBridge.newModule.ms,1760623728194000000,1760623740718000000,0
jps.global.initialize.library.bridges.after.loading.ms,1760623728194000000,1760623740718000000,2
workspaceModel.moduleManagerBridge.set.unloadedModules.ms,1760623728194000000,1760623740718000000,0
workspaceModel.mutableEntityStorage.apply.changes.from.ms,1760623728194000000,1760623740718000000,0
workspaceModel.mutableEntityStorage.add.entity.ms,1760623728194000000,1760623740718000000,0
workspaceModel.moduleManagerBridge.get.modules.ms,1760623728194000000,1760623740718000000,0
workspaceModel.sync.entities.ms,1760623728194000000,1760623740718000000,0
workspaceModel.mutableEntityStorage.to.snapshot.ms,1760623728194000000,1760623740718000000,1
workspaceModel.moduleManagerBridge.load.module.ms,1760623728194000000,1760623740718000000,0
workspaceModel.mutableEntityStorage.mutable.ext.mapping.ms,1760623728194000000,1760623740718000000,0
jps.global.handle.before.change.events.ms,1760623728194000000,1760623740718000000,0
jps.app.storage.content.reader.load.component.ms,1760623728194000000,1760623740718000000,1
workspaceModel.load.cache.metadata.from.file.ms,1760623728194000000,1760623740718000000,0
workspaceModel.mutableEntityStorage.referrers.ms,1760623728194000000,1760623740718000000,0
jps.global.get.libraries.ms,1760623728194000000,1760623740718000000,0
workspaceModel.do.save.caches.ms,1760623728194000000,1760623740718000000,0
workspaceModel.mutableEntityStorage.remove.entity.ms,1760623728194000000,1760623740718000000,0
workspaceModel.load.cache.from.file.ms,1760623728194000000,1760623740718000000,0
